transaction_id,user_id,timestamp,amount,sender_id,receiver_id,transaction_type,merchant_category,device_id,location,status,is_anomaly_ground_truth,anomaly_type,hour,day_of_week,day,is_weekend,is_night,previous_amount,previous_timestamp,minutes_since_previous,user_mean_amount,user_median_amount,amount_to_user_mean,amount_deviation,user_transaction_count,first_device,is_new_device,previous_location,is_location_change,recipient_pair,recipient_transaction_count,is_new_recipient,hour_sin,hour_cos,is_transaction_burst,log_amount
TXN009711,USER0047,2026-01-19 07:56:45,450.87,USER0047,MERCHANT0049,P2P,Food,DEV0047,Chennai,SUCCESS,0,NORMAL,7,0,2026-01-19,0,0,558.8,2026-01-17 18:42:33,2234.2,602.2823076923077,558.8,0.7486024315201024,-151.41230769230765,13,DEV0047,0,Chennai,0,USER0047_MERCHANT0049,0,1,0.9659258262890683,-0.25881904510252063,0,6.113394527844896
TXN000158,USER0048,2026-01-01 07:22:55,440.55,USER0048,MERCHANT0242,BILL_PAYMENT,Travel,DEV0048,Mumbai,SUCCESS,0,NORMAL,7,3,2026-01-01,0,0,0.0,,1440.0,997.165,997.165,0.4418025101161794,-556.615,0,DEV0048,0,,0,USER0048_MERCHANT0242,0,1,0.9659258262890683,-0.25881904510252063,0,6.0902912639148115
TXN002230,USER0048,2026-01-05 05:11:57,2146.89,USER0048,MERCHANT0277,RECHARGE,Healthcare,DEV0048,Mumbai,FAILED,0,NORMAL,5,0,2026-01-05,0,1,440.55,2026-01-01 07:22:55,5629.033333333334,440.55,440.55,4.873203949608444,1706.34,1,DEV0048,0,Mumbai,0,USER0048_MERCHANT0277,0,1,0.9659258262890683,0.25881904510252074,0,7.672241243889151
TXN004785,USER0048,2026-01-09 23:56:07,1559.93,USER0048,MERCHANT0144,P2P,Healthcare,DEV0048,Mumbai,SUCCESS,0,NORMAL,23,4,2026-01-09,0,1,2146.89,2026-01-05 05:11:57,6884.166666666667,1293.72,1293.72,1.2057709550752869,266.21000000000004,2,DEV0048,0,Mumbai,0,USER0048_MERCHANT0144,0,1,-0.25881904510252157,0.9659258262890681,0,7.353037076460625
TXN005852,USER0048,2026-01-12 00:36:26,1774.89,USER0048,MERCHANT0396,P2P,Grocery,DEV0048,Mumbai,SUCCESS,0,NORMAL,0,0,2026-01-12,0,1,1559.93,2026-01-09 23:56:07,2920.3166666666666,1382.4566666666667,1559.93,1.2838666431979786,392.4333333333334,3,DEV0048,0,Mumbai,0,USER0048_MERCHANT0396,0,1,0.0,1.0,0,7.4820569846970075
TXN007702,USER0048,2026-01-15 12:50:55,1622.64,USER0048,MERCHANT0151,P2P,Food,DEV0048,Mumbai,SUCCESS,0,NORMAL,12,3,2026-01-15,0,0,1774.89,2026-01-12 00:36:26,5054.483333333334,1480.565,1667.41,1.0959599882477298,142.07500000000005,4,DEV0048,0,Mumbai,0,USER0048_MERCHANT0151,0,1,1.2246467991473532e-16,-1.0,0,7.392425821271269
TXN007971,USER0048,2026-01-16 01:18:13,2118.77,USER0048,MERCHANT0479,RECHARGE,Travel,DEV0048,Mumbai,SUCCESS,0,NORMAL,1,4,2026-01-16,0,1,1622.64,2026-01-15 12:50:55,747.3,1508.98,1622.64,1.4041074103036488,609.79,5,DEV0048,0,Mumbai,0,USER0048_MERCHANT0479,0,1,0.25881904510252074,0.9659258262890683,0,7.659062871214493
TXN008110,USER0048,2026-01-16 07:50:41,2188.07,USER0048,MERCHANT0172,P2P,Utilities,DEV0048,Mumbai,FAILED,0,NORMAL,7,4,2026-01-16,0,0,2118.77,2026-01-16 01:18:13,392.46666666666664,1610.6116666666667,1698.765,1.3585335591964545,577.4583333333335,6,DEV0048,0,Mumbai,0,USER0048_MERCHANT0172,0,1,0.9659258262890683,-0.25881904510252063,0,7.691232075083755
TXN008341,USER0048,2026-01-16 18:12:52,1088.37,USER0048,MERCHANT0486,BILL_PAYMENT,Shopping,DEV0048,Mumbai,SUCCESS,0,NORMAL,18,4,2026-01-16,0,0,2188.07,2026-01-16 07:50:41,622.1833333333333,1693.1057142857142,1774.89,0.6428245979071427,-604.7357142857143,7,DEV0048,0,Mumbai,0,USER0048_MERCHANT0486,0,1,-1.0,-1.8369701987210297e-16,0,6.99335482647603
TXN008429,USER0048,2026-01-16 22:12:16,2402.05,USER0048,MERCHANT0413,P2P,Travel,DEV0048,Mumbai,FAILED,0,NORMAL,22,4,2026-01-16,0,0,1088.37,2026-01-16 18:12:52,239.4,1617.51375,1698.765,1.4850260160075919,784.5362500000001,8,DEV0048,0,Mumbai,0,USER0048_MERCHANT0413,0,1,-0.5000000000000004,0.8660254037844384,0,7.784494042844178
TXN003007,USER0049,2026-01-06 16:16:44,1558.21,USER0049,MERCHANT0073,RECHARGE,Shopping,DEV0049,Hyderabad,FAILED,0,NORMAL,16,1,2026-01-06,0,0,0.0,,1440.0,997.165,997.165,1.5626400846399544,561.0450000000001,0,DEV0049,0,,0,USER0049_MERCHANT0073,0,1,-0.8660254037844385,-0.5000000000000004,0,7.351934561718192
TXN003772,USER0049,2026-01-08 03:19:26,1712.49,USER0049,MERCHANT0001,P2M,Grocery,DEV0049,Hyderabad,SUCCESS,0,NORMAL,3,3,2026-01-08,0,1,1558.21,2026-01-06 16:16:44,2102.7,1558.21,1558.21,1.0990110447243953,154.27999999999997,1,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0001,0,1,0.7071067811865476,0.7071067811865476,0,7.4462875052894635
TXN003780,USER0049,2026-01-08 03:36:37,289.87,USER0049,MERCHANT0119,BILL_PAYMENT,Shopping,DEV0049,Hyderabad,SUCCESS,0,NORMAL,3,3,2026-01-08,0,1,1712.49,2026-01-08 03:19:26,17.183333333333334,1635.35,1635.35,0.17725257590118323,-1345.48,2,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0119,0,1,0.7071067811865476,0.7071067811865476,0,5.672876431960318
TXN004353,USER0049,2026-01-09 05:11:36,539.05,USER0049,MERCHANT0332,RECHARGE,Healthcare,DEV0049,Hyderabad,SUCCESS,0,NORMAL,5,4,2026-01-09,0,1,289.87,2026-01-08 03:36:37,1534.9833333333333,1186.8566666666668,1558.21,0.4541828976821126,-647.8066666666668,3,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0332,0,1,0.9659258262890683,0.25881904510252074,0,6.291661727864483
TXN005064,USER0049,2026-01-10 12:53:14,1497.3,USER0049,MERCHANT0122,P2P,Shopping,DEV0049,Hyderabad,SUCCESS,0,NORMAL,12,5,2026-01-10,1,0,539.05,2026-01-09 05:11:36,1901.6333333333334,1024.905,1048.63,1.4609158897653929,472.395,4,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0122,0,1,1.2246467991473532e-16,-1.0,0,7.312086411049099
TXN005481,USER0049,2026-01-11 08:06:01,1624.01,USER0049,MERCHANT0465,P2P,Food,DEV0049,Hyderabad,FAILED,0,NORMAL,8,6,2026-01-11,1,0,1497.3,2026-01-10 12:53:14,1152.7833333333333,1119.384,1497.3,1.4508068723512217,504.626,5,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0465,0,1,0.8660254037844387,-0.4999999999999998,0,7.393269248591057
TXN005772,USER0049,2026-01-11 21:13:26,1111.63,USER0049,MERCHANT0345,P2M,Entertainment,DEV0049,Hyderabad,SUCCESS,0,NORMAL,21,6,2026-01-11,1,0,1624.01,2026-01-11 08:06:01,787.4166666666666,1203.4883333333335,1527.755,0.9236732664629071,-91.85833333333335,6,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0345,0,1,-0.7071067811865477,0.7071067811865474,0,7.01448186114609
TXN006882,USER0049,2026-01-13 23:24:59,793.34,USER0049,MERCHANT0370,RECHARGE,Healthcare,DEV0049,Hyderabad,SUCCESS,0,NORMAL,23,1,2026-01-13,0,1,1111.63,2026-01-11 21:13:26,3011.55,1190.3657142857141,1497.3,0.6664674481791911,-397.0257142857141,7,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0370,0,1,-0.25881904510252157,0.9659258262890681,0,6.677511581177621
TXN007016,USER0049,2026-01-14 05:46:48,894.1,USER0049,MERCHANT0228,RECHARGE,Travel,DEV0049,Hyderabad,SUCCESS,0,NORMAL,5,2,2026-01-14,0,1,793.34,2026-01-13 23:24:59,381.81666666666666,1140.7375,1304.4650000000001,0.7837911877184717,-246.63749999999993,8,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0228,0,1,0.9659258262890683,0.25881904510252074,0,6.796935443876893
TXN007205,USER0049,2026-01-14 14:16:20,831.08,USER0049,MERCHANT0436,P2M,Entertainment,DEV0049,Hyderabad,SUCCESS,0,NORMAL,14,2,2026-01-14,0,0,894.1,2026-01-14 05:46:48,509.53333333333336,1113.3333333333333,1111.63,0.7464790419161678,-282.2533333333332,9,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0436,0,1,-0.4999999999999997,-0.8660254037844388,0,6.723928590044878
TXN008540,USER0049,2026-01-17 03:31:32,1516.36,USER0049,MERCHANT0306,P2P,Travel,DEV0049,Hyderabad,SUCCESS,0,NORMAL,3,5,2026-01-17,1,1,831.08,2026-01-14 14:16:20,3675.2,1085.108,1002.865,1.3974277214802582,431.25199999999995,10,DEV0049,0,Hyderabad,0,USER0049_MERCHANT0306,0,1,0.7071067811865476,0.7071067811865476,0,7.324727261676067
TXN001146,USER0050,2026-01-03 04:21:00,571.99,USER0050,MERCHANT0480,BILL_PAYMENT,Shopping,DEV0050,Mumbai,SUCCESS,0,NORMAL,4,5,2026-01-03,1,1,0.0,,1440.0,997.165,997.165,0.5736162019324786,-425.17499999999995,0,DEV0050,0,,0,USER0050_MERCHANT0480,0,1,0.8660254037844386,0.5000000000000001,0,6.350868264555471
TXN001311,USER0050,2026-01-03 12:08:12,593.85,USER0050,MERCHANT0396,RECHARGE,Healthcare,DEV0050,Mumbai,SUCCESS,0,NORMAL,12,5,2026-01-03,1,0,571.99,2026-01-03 04:21:00,467.2,571.99,571.99,1.0382174513540448,21.860000000000014,1,DEV0050,0,Mumbai,0,USER0050_MERCHANT0396,0,1,1.2246467991473532e-16,-1.0,0,6.388309272922535
TXN001589,USER0050,2026-01-03 23:59:31,570.81,USER0050,MERCHANT0162,P2P,Shopping,DEV0050,Mumbai,SUCCESS,0,NORMAL,23,5,2026-01-03,1,1,593.85,2026-01-03 12:08:12,711.3166666666667,582.9200000000001,582.9200000000001,0.9792252796267067,-12.110000000000127,2,DEV0050,0,Mumbai,0,USER0050_MERCHANT0162,0,1,-0.25881904510252157,0.9659258262890681,0,6.348806768367676
TXN001702,USER0050,2026-01-04 04:51:14,130.15,USER0050,MERCHANT0485,BILL_PAYMENT,Grocery,DEV0050,Mumbai,SUCCESS,0,NORMAL,4,6,2026-01-04,1,1,570.81,2026-01-03 23:59:31,291.71666666666664,578.8833333333333,571.99,0.22482941295022027,-448.73333333333335,3,DEV0050,0,Mumbai,0,USER0050_MERCHANT0485,0,1,0.8660254037844386,0.5000000000000001,0,4.876341706312883
TXN002667,USER0050,2026-01-06 01:02:28,435.54,USER0050,MERCHANT0241,P2M,Healthcare,DEV0050,Mumbai,SUCCESS,0,NORMAL,1,1,2026-01-06,0,1,130.15,2026-01-04 04:51:14,2651.233333333333,466.7,571.4,0.9332333404756804,-31.159999999999968,4,DEV0050,0,Mumbai,0,USER0050_MERCHANT0241,0,1,0.25881904510252074,0.9659258262890683,0,6.078880009110931
TXN003528,USER0050,2026-01-07 16:15:42,385.51,USER0050,MERCHANT0058,RECHARGE,Food,DEV0050,Mumbai,SUCCESS,0,NORMAL,16,2,2026-01-07,0,0,435.54,2026-01-06 01:02:28,2353.233333333333,460.468,570.81,0.8372134437137868,-74.95800000000003,5,DEV0050,0,Mumbai,0,USER0050_MERCHANT0058,0,1,-0.8660254037844385,-0.5000000000000004,0,5.957157740913987
TXN003826,USER0050,2026-01-08 05:44:57,111.46,USER0050,MERCHANT0273,BILL_PAYMENT,Travel,DEV0050,Mumbai,SUCCESS,0,NORMAL,5,3,2026-01-08,0,1,385.51,2026-01-07 16:15:42,809.25,447.97499999999997,503.17499999999995,0.24880852726156594,-336.515,6,DEV0050,0,Mumbai,0,USER0050_MERCHANT0273,0,1,0.9659258262890683,0.25881904510252074,0,4.722597602864056
TXN005619,USER0050,2026-01-11 14:08:51,360.14,USER0050,MERCHANT0065,P2M,Healthcare,DEV0050,Mumbai,SUCCESS,0,NORMAL,14,6,2026-01-11,1,0,111.46,2026-01-08 05:44:57,4823.9,399.90142857142854,435.54,0.900571926653354,-39.76142857142855,7,DEV0050,0,Mumbai,0,USER0050_MERCHANT0065,0,1,-0.4999999999999997,-0.8660254037844388,0,5.889265694787734
TXN007807,USER0050,2026-01-15 17:17:05,651.57,USER0050,MERCHANT0085,P2P,Entertainment,DEV0050,Mumbai,FAILED,0,NORMAL,17,3,2026-01-15,0,0,360.14,2026-01-11 14:08:51,5948.233333333334,394.93125,410.525,1.6498314580069318,256.6387500000001,8,DEV0050,0,Mumbai,0,USER0050_MERCHANT0085,0,1,-0.9659258262890683,-0.25881904510252063,0,6.480918413136281
TXN007846,USER0050,2026-01-15 19:16:04,266.24,USER0050,MERCHANT0106,P2P,Grocery,DEV0050,Mumbai,SUCCESS,0,NORMAL,19,3,2026-01-15,0,0,651.57,2026-01-15 17:17:05,118.98333333333333,423.44666666666666,435.54,0.6287450603775367,-157.20666666666665,9,DEV0050,0,Mumbai,0,USER0050_MERCHANT0106,0,1,-0.9659258262890684,0.2588190451025203,0,5.588147131057276
TXN008249,USER0050,2026-01-16 14:06:41,567.7,USER0050,MERCHANT0060,RECHARGE,Entertainment,DEV0050,Mumbai,SUCCESS,0,NORMAL,14,4,2026-01-16,0,0,266.24,2026-01-15 19:16:04,1130.6166666666666,407.726,410.525,1.3923566316594969,159.97400000000005,10,DEV0050,0,Mumbai,0,USER0050_MERCHANT0060,0,1,-0.4999999999999997,-0.8660254037844388,0,6.343353054312754
TXN000183,USER0051,2026-01-01 08:34:44,486.97,USER0051,MERCHANT0347,BILL_PAYMENT,Shopping,DEV0051,Kolkata,SUCCESS,0,NORMAL,8,3,2026-01-01,0,0,0.0,,1440.0,997.165,997.165,0.4883544849648755,-510.19499999999994,0,DEV0051,0,,0,USER0051_MERCHANT0347,0,1,0.8660254037844387,-0.4999999999999998,0,6.190253928553621
TXN000671,USER0051,2026-01-02 06:40:06,1691.79,USER0051,MERCHANT0095,P2M,Grocery,DEV0051,Kolkata,SUCCESS,0,NORMAL,6,4,2026-01-02,0,0,486.97,2026-01-01 08:34:44,1325.3666666666666,486.97,486.97,3.474115448590262,1204.82,1,DEV0051,0,Kolkata,0,USER0051_MERCHANT0095,0,1,1.0,6.123233995736766e-17,0,7.434133334274131
TXN001020,USER0051,2026-01-02 22:05:48,20.0,USER0051,MERCHANT0206,RECHARGE,Utilities,DEV0051,Kolkata,SUCCESS,0,NORMAL,22,4,2026-01-02,0,0,1691.79,2026-01-02 06:40:06,925.7,1089.38,1089.38,0.01835906662505278,-1069.38,2,DEV0051,0,Kolkata,0,USER0051_MERCHANT0206,0,1,-0.5000000000000004,0.8660254037844384,0,3.044522437723423
TXN003264,USER0051,2026-01-07 03:54:41,763.46,USER0051,MERCHANT0013,BILL_PAYMENT,Healthcare,DEV0051,Kolkata,SUCCESS,0,NORMAL,3,2,2026-01-07,0,1,20.0,2026-01-02 22:05:48,6108.883333333333,732.9200000000001,486.97,1.0416689406756534,30.539999999999964,3,DEV0051,0,Kolkata,0,USER0051_MERCHANT0013,0,1,0.7071067811865476,0.7071067811865476,0,6.639169702221345
TXN004943,USER0051,2026-01-10 07:08:34,1151.21,USER0051,MERCHANT0473,BILL_PAYMENT,Entertainment,DEV0051,Kolkata,SUCCESS,0,NORMAL,7,5,2026-01-10,1,0,763.46,2026-01-07 03:54:41,4513.883333333333,740.5550000000001,625.215,1.5545232967166516,410.655,4,DEV0051,0,Kolkata,0,USER0051_MERCHANT0473,0,1,0.9659258262890683,-0.25881904510252063,0,7.049437116309396
TXN004989,USER0051,2026-01-10 09:16:01,582.04,USER0051,MERCHANT0369,RECHARGE,Utilities,DEV0051,Kolkata,SUCCESS,0,NORMAL,9,5,2026-01-10,1,0,1151.21,2026-01-10 07:08:34,127.45,822.686,763.46,0.7074874253360334,-240.64600000000007,5,DEV0051,0,Kolkata,0,USER0051_MERCHANT0369,0,1,0.7071067811865476,-0.7071067811865475,0,6.368255794631539
TXN005655,USER0051,2026-01-11 15:41:44,1574.32,USER0051,MERCHANT0394,RECHARGE,Utilities,DEV0051,Kolkata,SUCCESS,0,NORMAL,15,6,2026-01-11,1,0,582.04,2026-01-10 09:16:01,1825.7166666666667,782.5783333333334,672.75,2.0117091579756656,791.7416666666666,6,DEV0051,0,Kolkata,0,USER0051_MERCHANT0394,0,1,-0.7071067811865471,-0.7071067811865479,0,7.362213705225743
TXN008817,USER0051,2026-01-17 15:53:21,748.62,USER0051,MERCHANT0075,P2P,Travel,DEV0051,Kolkata,FAILED,0,NORMAL,15,5,2026-01-17,1,0,1574.32,2026-01-11 15:41:44,8651.616666666667,895.6842857142857,763.46,0.8358078978721776,-147.0642857142857,7,DEV0051,0,Kolkata,0,USER0051_MERCHANT0075,0,1,-0.7071067811865471,-0.7071067811865479,0,6.619566411464762
TXN000191,USER0052,2026-01-01 08:54:09,528.87,USER0052,MERCHANT0087,RECHARGE,Healthcare,DEV0052,Chennai,SUCCESS,0,NORMAL,8,3,2026-01-01,0,0,0.0,,1440.0,997.165,997.165,0.5303736091820311,-468.29499999999996,0,DEV0052,0,,0,USER0052_MERCHANT0087,0,1,0.8660254037844387,-0.4999999999999998,0,6.2726316934405
TXN000339,USER0052,2026-01-01 16:08:03,768.33,USER0052,MERCHANT0260,P2M,Utilities,DEV0052,Chennai,SUCCESS,0,NORMAL,16,3,2026-01-01,0,0,528.87,2026-01-01 08:54:09,433.9,528.87,528.87,1.4527766747972093,239.46000000000004,1,DEV0052,0,Chennai,0,USER0052_MERCHANT0260,0,1,-0.8660254037844385,-0.5000000000000004,0,6.645520006194862
TXN003907,USER0052,2026-01-08 09:03:42,2587.65,USER0052,MERCHANT0007,P2M,Utilities,DEV0052,Kolkata,SUCCESS,1,LOCATION_CHANGE,9,3,2026-01-08,0,0,768.33,2026-01-01 16:08:03,9655.65,648.6,648.6,3.9895929694727106,1939.0500000000002,2,DEV0052,0,Chennai,1,USER0052_MERCHANT0007,0,1,0.7071067811865476,-0.7071067811865475,0,7.858891783281891
TXN004354,USER0052,2026-01-09 05:12:07,823.35,USER0052,MERCHANT0146,P2P,Utilities,DEV0052,Chennai,SUCCESS,0,NORMAL,5,4,2026-01-09,0,1,2587.65,2026-01-08 09:03:42,1208.4166666666667,1294.95,768.33,0.6358160546739257,-471.6,3,DEV0052,0,Kolkata,1,USER0052_MERCHANT0146,0,1,0.9659258262890683,0.25881904510252074,0,6.7145951970071875
TXN004865,USER0052,2026-01-10 03:42:54,542.94,USER0052,MERCHANT0423,P2P,Grocery,DEV0052,Chennai,SUCCESS,0,NORMAL,3,5,2026-01-10,1,1,823.35,2026-01-09 05:12:07,1350.7833333333333,1177.05,795.84,0.4612718236268638,-634.1099999999999,4,DEV0052,0,Chennai,0,USER0052_MERCHANT0423,0,1,0.7071067811865476,0.7071067811865476,0,6.298838946655453
TXN004917,USER0052,2026-01-10 06:08:57,435.6,USER0052,MERCHANT0391,P2P,Shopping,DEV0052,Chennai,SUCCESS,0,NORMAL,6,5,2026-01-10,1,0,542.94,2026-01-10 03:42:54,146.05,1050.228,768.33,0.41476707914852773,-614.628,5,DEV0052,0,Chennai,0,USER0052_MERCHANT0391,0,1,1.0,6.123233995736766e-17,0,6.079017444115844
TXN009238,USER0052,2026-01-18 10:38:05,913.49,USER0052,MERCHANT0319,BILL_PAYMENT,Healthcare,DEV0052,Chennai,SUCCESS,0,NORMAL,10,6,2026-01-18,1,0,435.6,2026-01-10 06:08:57,11789.133333333333,947.79,655.635,0.9638105487502506,-34.299999999999955,6,DEV0052,0,Chennai,0,USER0052_MERCHANT0319,0,1,0.49999999999999994,-0.8660254037844387,0,6.818366532834009
TXN000008,USER0053,2026-01-01 00:21:06,842.34,USER0053,MERCHANT0138,RECHARGE,Entertainment,DEV0053,Ahmedabad,FAILED,0,NORMAL,0,3,2026-01-01,0,1,0.0,,1440.0,997.165,997.165,0.8447348232238396,-154.82499999999993,0,DEV0053,0,,0,USER0053_MERCHANT0138,0,1,0.0,1.0,0,6.7373701981605505
TXN002404,USER0053,2026-01-05 13:14:30,478.58,USER0053,MERCHANT0103,P2M,Shopping,DEV0053,Ahmedabad,FAILED,0,NORMAL,13,0,2026-01-05,0,0,842.34,2026-01-01 00:21:06,6533.4,842.34,842.34,0.5681553766887479,-363.76000000000005,1,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0103,0,1,-0.2588190451025208,-0.9659258262890683,0,6.172910720865983
TXN003206,USER0053,2026-01-07 01:23:01,683.76,USER0053,MERCHANT0264,RECHARGE,Healthcare,DEV0053,Ahmedabad,FAILED,0,NORMAL,1,2,2026-01-07,0,1,478.58,2026-01-05 13:14:30,2168.516666666667,660.46,660.46,1.0352784422977923,23.299999999999955,2,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0264,0,1,0.25881904510252074,0.9659258262890683,0,6.529068411906578
TXN004227,USER0053,2026-01-08 23:18:35,655.0,USER0053,MERCHANT0203,RECHARGE,Grocery,DEV0053,Ahmedabad,FAILED,0,NORMAL,23,3,2026-01-08,0,1,683.76,2026-01-07 01:23:01,2755.5666666666666,668.2266666666667,683.76,0.9802063172177106,-13.226666666666688,3,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0203,0,1,-0.25881904510252157,0.9659258262890681,0,6.486160788944089
TXN005220,USER0053,2026-01-10 19:55:33,493.15,USER0053,MERCHANT0485,P2M,Entertainment,DEV0053,Ahmedabad,SUCCESS,0,NORMAL,19,5,2026-01-10,1,0,655.0,2026-01-08 23:18:35,2676.9666666666667,664.9200000000001,669.38,0.7416681706069902,-171.7700000000001,4,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0485,0,1,-0.9659258262890684,0.2588190451025203,0,6.202839114822193
TXN005919,USER0053,2026-01-12 03:47:31,799.42,USER0053,MERCHANT0065,RECHARGE,Food,DEV0053,Ahmedabad,SUCCESS,0,NORMAL,3,0,2026-01-12,0,1,493.15,2026-01-10 19:55:33,1911.9666666666667,630.566,655.0,1.2677816437930367,168.85399999999993,5,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0065,0,1,0.7071067811865476,0.7071067811865476,0,6.685136589903642
TXN006788,USER0053,2026-01-13 19:26:59,540.37,USER0053,MERCHANT0227,BILL_PAYMENT,Grocery,DEV0053,Ahmedabad,SUCCESS,0,NORMAL,19,1,2026-01-13,0,0,799.42,2026-01-12 03:47:31,2379.4666666666667,658.7083333333334,669.38,0.8203479030931747,-118.33833333333337,6,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0227,0,1,-0.9659258262890684,0.2588190451025203,0,6.294102963749818
TXN007506,USER0053,2026-01-15 03:31:12,902.66,USER0053,MERCHANT0157,P2P,Healthcare,DEV0053,Ahmedabad,SUCCESS,0,NORMAL,3,3,2026-01-15,0,1,540.37,2026-01-13 19:26:59,1924.2166666666667,641.8028571428571,655.0,1.4064443465060479,260.8571428571429,7,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0157,0,1,0.7071067811865476,0.7071067811865476,0,6.806453183451812
TXN009254,USER0053,2026-01-18 11:28:27,989.44,USER0053,MERCHANT0028,P2M,Shopping,DEV0053,Ahmedabad,SUCCESS,0,NORMAL,11,6,2026-01-18,1,0,902.66,2026-01-15 03:31:12,4797.25,674.41,669.38,1.4671194080752066,315.0300000000001,8,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0028,0,1,0.258819045102521,-0.9659258262890682,0,6.898149288836902
TXN009268,USER0053,2026-01-18 12:08:34,639.71,USER0053,MERCHANT0425,BILL_PAYMENT,Utilities,DEV0053,Ahmedabad,FAILED,0,NORMAL,12,6,2026-01-18,1,0,989.44,2026-01-18 11:28:27,40.11666666666667,709.4133333333334,683.76,0.9017451039356463,-69.70333333333338,9,DEV0053,0,Ahmedabad,0,USER0053_MERCHANT0425,0,1,1.2246467991473532e-16,-1.0,0,6.462576936452002
TXN000770,USER0054,2026-01-02 10:59:49,1865.56,USER0054,MERCHANT0086,RECHARGE,Travel,DEV0054,Pune,SUCCESS,0,NORMAL,10,4,2026-01-02,0,0,0.0,,1440.0,997.165,997.165,1.8708638991541018,868.395,0,DEV0054,0,,0,USER0054_MERCHANT0086,0,1,0.49999999999999994,-0.8660254037844387,0,7.531852443565273
TXN001501,USER0054,2026-01-03 20:16:52,1913.09,USER0054,MERCHANT0339,BILL_PAYMENT,Food,DEV0054,Pune,SUCCESS,0,NORMAL,20,5,2026-01-03,1,0,1865.56,2026-01-02 10:59:49,1997.05,1865.56,1865.56,1.0254776045798581,47.52999999999997,1,DEV0054,0,Pune,0,USER0054_MERCHANT0339,0,1,-0.8660254037844386,0.5000000000000001,0,7.556997592850976
TXN002426,USER0054,2026-01-05 14:07:32,2094.98,USER0054,MERCHANT0333,P2M,Entertainment,DEV0054,Pune,SUCCESS,0,NORMAL,14,0,2026-01-05,0,0,1913.09,2026-01-03 20:16:52,2510.6666666666665,1889.3249999999998,1889.3249999999998,1.1088510446852713,205.6550000000002,2,DEV0054,0,Pune,0,USER0054_MERCHANT0333,0,1,-0.4999999999999997,-0.8660254037844388,0,7.647776503410675
TXN004446,USER0054,2026-01-09 08:59:00,1189.81,USER0054,MERCHANT0122,RECHARGE,Healthcare,DEV0054,Pune,SUCCESS,0,NORMAL,8,4,2026-01-09,0,0,2094.98,2026-01-05 14:07:32,5451.466666666666,1957.8766666666668,1913.09,0.6077042646540555,-768.0666666666668,3,DEV0054,0,Pune,0,USER0054_MERCHANT0122,0,1,0.8660254037844387,-0.4999999999999998,0,7.082389026822182
TXN008537,USER0054,2026-01-17 03:22:46,1406.93,USER0054,MERCHANT0374,P2P,Food,DEV0054,Pune,SUCCESS,0,NORMAL,3,5,2026-01-17,1,1,1189.81,2026-01-09 08:59:00,11183.766666666666,1765.8600000000001,1889.3249999999998,0.7967392658534651,-358.93000000000006,4,DEV0054,0,Pune,0,USER0054_MERCHANT0374,0,1,0.7071067811865476,0.7071067811865476,0,7.24987581957302
TXN009925,USER0054,2026-01-19 18:06:07,1554.53,USER0054,MERCHANT0301,P2M,Healthcare,DEV0054,Pune,SUCCESS,0,NORMAL,18,0,2026-01-19,0,0,1406.93,2026-01-17 03:22:46,3763.35,1694.074,1865.56,0.91762815555873,-139.5440000000001,5,DEV0054,0,Pune,0,USER0054_MERCHANT0301,0,1,-1.0,-1.8369701987210297e-16,0,7.349571602554797
TXN000232,USER0055,2026-01-01 10:49:55,1682.95,USER0055,MERCHANT0052,BILL_PAYMENT,Food,DEV0055,Delhi,SUCCESS,0,NORMAL,10,3,2026-01-01,0,0,0.0,,1440.0,997.165,997.165,1.687734727953749,685.7850000000001,0,DEV0055,0,,0,USER0055_MERCHANT0052,0,1,0.49999999999999994,-0.8660254037844387,0,7.428897503150078
TXN000291,USER0055,2026-01-01 13:45:59,2200.01,USER0055,MERCHANT0444,P2P,Travel,DEV0055,Delhi,SUCCESS,0,NORMAL,13,3,2026-01-01,0,0,1682.95,2026-01-01 10:49:55,176.06666666666666,1682.95,1682.95,1.3072343206868893,517.0600000000002,1,DEV0055,0,Delhi,0,USER0055_MERCHANT0444,0,1,-0.2588190451025208,-0.9659258262890683,0,7.696671624905509
